instruction,input,output
"I have the following ingredients: Raw papaya, Fresh coconut, Curry leaves, Green Chillies, Cumin seeds (Jeera), Rice, Whole Black Peppercorns, Curd (Dahi / Yogurt), Coconut Oil, Mustard seeds (Rai/ Kadugu), Curry leaves. Please provide recipes I can make with them.",,"Recipe Name: Raw Papaya Mor Kootu Recipe - Ayurvedic No Onion No Garlic Recipe
Cuisine: South Indian Recipes
Course: Lunch
Diet: Vegetarian
Ingredients:
- Raw papaya: 200 grams Raw papaya
- Fresh coconut: peeled and diced  1/2 cup Fresh coconut
- Curry leaves: grated  2 sprigs Curry leaves  2 Green Chillies  1 teaspoon Cumin seeds (Jeera)  1 teaspoon Rice
- Green Chillies: soaked in warm water for 5 minutes  1 teaspoon Whole Black Peppercorns  1/2 cup Curd (Dahi / Yogurt) For seasoning 1 teaspoon Coconut Oil  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1 sprig Curry leaves
Instructions:
To begin making the Raw Papaya Mor Kooru recipe,  first prep all the ingredients and keep them handy.Add the raw papaya into the pressure cooker, along with 1/4 cup of water and salt. Pressure cook for two whistles and turn off the heat. Release the pressure immediately, by placing the cooker under cold water so the papaya does not get over cooked.Blend the coconut, cumin seeds, peppercorns, green chillies, rice and curry leaves using a little bit of warm water to make a smooth paste.Add the cooked raw papaya into a sauce pan, the coconut paste and yogurt. Stir in the salt to taste. Add a little water if you want to make the consistency little thinner. Place the saucepan on medium and simmer the raw papaya mor kootu for about 5 minutes until it comes together and turn off the heat.Heat a tadka pan with oil; add the mustard seeds and curry leaves. Allow it to crackle and pour it over the raw papaya mor kuzhambu.Once done, serve warm.Serve the Raw Papaya Mor Kootu along with Phulkas, Beetroot Poriyal and Pineapple Rasam Recipe for a wholesome lunch.
"
"I have the following ingredients: Bottle gourd (lauki), Onion, Garlic, Tomato, Cumin seeds (Jeera), Turmeric powder (Haldi), Red Chilli powder, Curry leaves, Coriander (Dhania) Leaves, Oil, Salt. Please provide recipes I can make with them.",,"Recipe Name: Recipe for Tomato and Lauki Vegetable
Cuisine: Gujarati Recipes﻿
Course: Dinner
Diet: Diabetic Friendly
Ingredients:
- Bottle gourd (lauki): 1 Bottle gourd (lauki)
- Onion: (about 4 cups of diced bottle gourd)  1 Onion
- Garlic: finely chopped  3 Garlic
- Tomato: grated  1 Tomato
- Cumin seeds (Jeera): finely chopped  1 teaspoon Cumin seeds (Jeera)  1 teaspoon Turmeric powder (Haldi)  1/2 teaspoon Red Chilli powder  1 sprig Curry leaves  1 Coriander (Dhania) Leaves
- Turmeric powder (Haldi): finely chopped Oil
- Red Chilli powder: to cook Salt
- Curry leaves: to taste
Instructions:
To begin making the Lauki Tamatar Ki Sabzi Recipe, firstly prepare and get all the ingredients ready. We will be using the pressure cooker method to cook lauki tamatar ki sabzi recipe. Start with heating oil in cooker.To the hot oil, add cumin seeds, onions, garlic and tomatoes; sauté for a few minutes. Add turmeric powder, chilli powder, curry leaves, salt and lauki.Add 1/4 cup of water and pressure cook for about 3 whistles. Turn off heat.Once the pressure is released, open the cooker. You will notice that the lauki has given out a lot more water.Turn heat on, stir the lauki in the cooker. Some of the water would have evaporated. You can boil it till you get the consistency that you desire and the ingredients would have all bound together. At this point, turn off heat.Garnish the Lauki Tamatar ki sabzi with coriander leaves and serve hot.Serve the Lauki Tamatar Ki Sabzi along with Phulkas and Mint Raita for a wholesome dinner or a lunch.
"
"I have the following ingredients: Palm jaggery, Water, Dry ginger powder, Coriander (Dhania) Seeds, Cumin seeds (Jeera), Whole Black Peppercorns, Fennel seeds (Saunf). Please provide recipes I can make with them.",,"Recipe Name: Karupatti Coffee Recipe
Cuisine: Indian
Course: Snack
Diet: Vegetarian
Ingredients:
- Palm jaggery: 1 tablespoon Palm jaggery  1 cup Water For Spice Powder 1/4 Cup Dry ginger powder  1 tablespoon Coriander (Dhania) Seeds  1 teaspoon Cumin seeds (Jeera)  1 teaspoon Whole Black Peppercorns  1 teaspoon Fennel seeds (Saunf)
Instructions:
To begin making the Karupatti Coffee recipe, take all the ingredients mentioned for spice powder in a blender. Grind it to fine powder.  This can be stored in airtight container and used whenever required.Take a cup of water in a saucepan and add in a teaspoon of spice powder along with palm jaggery. Mix and let the mixture come to boil.Lower the heat and simmer for about 2 to 3 minutes. Strain the coffee in a mug and serve.Serve Karupatti Coffee to your friends and family to cure your cold or just to have it on a cold night.
"
"I have the following ingredients: Hung Curd (Greek Yogurt), Instant Oats (Oatmeal), Vanilla Extract, Honey, Water, Wheat Flakes (Cereal), Fresh fruits. Please provide recipes I can make with them.",,"Recipe Name: Oats Yogurt Parfait With Fruits Recipe
Cuisine: Continental
Course: World Breakfast
Diet: Vegetarian
Ingredients:
- Hung Curd (Greek Yogurt): 3 tablespoons Hung Curd (Greek Yogurt)  1-1/2 tablespoons Instant Oats (Oatmeal)
- Instant Oats (Oatmeal): Instant  1/2 teaspoon Vanilla Extract  1/2 tablespoon Honey
- Vanilla Extract: adjustable  1/4 cup Water  1-1/2 tablespoon Wheat Flakes (Cereal) Fresh fruits
- Honey: of preference
- Water: chopped (I have used grapes & strawberries)
Instructions:
To start preparing Oats Yogurt Parfait with Fruits, add oats and water in a pan and boil until cooked.Add vanilla essence and honey, stir once and allow it to cool.Place the cooked oats in a tall glass, add yogurt.Top it up with wheat flakes which will give it the Oats Yogurt Parfait with Fruits a crunchy taste.Add a few cut fruits.Repeat the layering till you fill the glass 3/4 th. Top the parfait with more fruits.Serve this Oats Yogurt Parfait with Fruits recipe immediately to enjoy the crunchy goodness of wheat flakes, the sweet cooked oats and fruits.Serve Oats Yogurt Parfait with Fruits Recipe with a hot cup of Masala Chai for breakfast.
"
"I have the following ingredients: Whole Eggs, Cinnamon Stick (Dalchini), Bay leaf (tej patta), Cloves (Laung), Oil, Coriander Powder (Dhania), Garam masala powder, Fresh cream, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Green Chillies, Onion, Ginger, Garlic. Please provide recipes I can make with them.",,"Recipe Name: Hariyali Egg Curry Recipe In Coriander and Mint Gravy
Cuisine: Indian
Course: Lunch
Diet: Eggetarian
Ingredients:
- Whole Eggs: 4 Whole Eggs
- Cinnamon Stick (Dalchini): boiled  1 Cinnamon Stick (Dalchini)
- Bay leaf (tej patta): small  1 Bay leaf (tej patta)  2 Cloves (Laung)  1 tablespoon Oil  2 teaspoons Coriander Powder (Dhania)  1 teaspoon Garam masala powder  2 tablespoons Fresh cream Ingredients for the hariyali masala 2 cups Coriander (Dhania) Leaves
- Cloves (Laung): tightly packed
- Oil: chopped  1 cup Mint Leaves (Pudina)
- Coriander Powder (Dhania): chopped  2 Green Chillies
- Garam masala powder: chopped For the Onion Masala 1 Onion
- Fresh cream: roughly chopped  1 inch Ginger
- Coriander (Dhania) Leaves: chopped  4 cloves Garlic
Instructions:
To begin making the Hariyali Egg Curry recipe, we will first make the Hariyali Masala.Into the Mixer Grinder (medium jar), add the Coriander leaves mint leaves, Green Chillies and 1/2 cup water. Blend all of them together to make a smooth paste and keep aside.Into the small jar of the mixer grinder, add the onions, ginger and garlic and grind to make a paste. Heat 1 tablespoon oil in a kadai over medium heat, add the Bay leaf (tej patta), Cloves, Cinnamon Stick and roast for a few seconds. Add the Onion ginger garlic paste.Saute for 4 to 5 minutes until raw onion smell goes away.Once the onions are roasted, add garam masala powder, coriander powder and saute for a few seconds.Add the Hariyali Coriander Mint Mixture, the fresh cream and the 4 Boiled eggs.Add water if required to adjust the consistency of the Hariyali Egg Curry.  Cover & simmer the Hariyali Egg Curry for 5 minutes.Check the salt and spices and adjust to according to your taste and transfer the Hariyali Egg Curry into a serving bowl. Serve the Hariyali Egg Curry along with Malabar Parotta or  Whole Wheat Lachha Paratha and Burani Raita for a weeknight dinner.
"
"I have the following ingredients: पनीर, शिमला मिर्च (हरी), प्याज, अदरक, हरी मिर्च, टमाटर, जीरा, हल्दी पाउडर, लाल मिर्च पाउडर, हरा धनिया, नमक, मक्खन. Please provide recipes I can make with them.",,"Recipe Name: शिमला मिर्च पनीर भुर्जी रेसिपी - Paneer Bhurji Recipe With Capsicum (Recipe In Hindi)
Cuisine: North Indian Recipes
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- पनीर: 200 ग्राम पनीर
- शिमला मिर्च (हरी): क्रमब्ल कर ले  2 शिमला मिर्च (हरी)
- प्याज: बारीक काट ले  1 प्याज
- अदरक: बारीक काट ले  1 इंच अदरक
- हरी मिर्च: कस ले  2 हरी मिर्च
- टमाटर: बारीक काट ले  1 टमाटर
- जीरा: बारीक काट ले  1 छोटा चमच्च जीरा  1/2 छोटा चमच्च हल्दी पाउडर  1/2 छोटा चमच्च लाल मिर्च पाउडर
- हल्दी पाउडर: स्वाद अनुसार  4 टहनी हरा धनिया
- लाल मिर्च पाउडर: काट ले नमक
- हरा धनिया: स्वाद अनुसार  1 बड़ा चमच्च मक्खन
Instructions:
शिमला मिर्च पनीर भुर्जी बनाने के लिए सबसे पहले पनीर को क्रमब्ल कर ले. अलग से रख दे. एक कढ़ाई में मक्खन गरम कर ले. इसमें जीरा, प्याज, शिमला मिर्च, हरी मिर्च और अदरक डाले। प्याज और शिमला मिर्च के नरम होने तक पकाए। अब इसमें टमाटर, हल्दी पाउडर, लाल मिर्च पाउडर डाले और मिला ले. 1 मिनट बाद इसमें पनीर, नमक डाले और अच्छी तरह से मिला ले.3 से 4 मिनट तक पकाए और गैस बंद कर ले. गरमा गरम परोसे। शिमला मिर्च पनीर भुर्जी को लहसुनि दाल और फुल्के के साथ दिन के खाने के लिए परोसे।
"
"I have the following ingredients: Mooli/ Mullangi (Radish), Mooli Ke Patte (Radish Greens), Yellow Moong Dal (Split), Garlic, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Turmeric powder (Haldi), Asafoetida (hing), Green Chillies, Sugar, Salt. Please provide recipes I can make with them.",,"Recipe Name: Mooli And Moong Dal Sabji Recipe
Cuisine: North Indian Recipes
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- Mooli/ Mullangi (Radish): 2 Mooli/ Mullangi (Radish)
- Mooli Ke Patte (Radish Greens): peeled and grated coarsely Mooli Ke Patte (Radish Greens)
- Yellow Moong Dal (Split): chopped (handful)  1/2 cup Yellow Moong Dal (Split)
- Garlic: soaked in warm water for 30 minutes  4 cloves Garlic
- Oil: sliced (optional)  1 tablespoon Oil  1 teaspoon Mustard seeds (Rai/ Kadugu)  1/2 teaspoon Cumin seeds (Jeera)  1/2 teaspoon Turmeric powder (Haldi)  1/4 teaspoon Asafoetida (hing)  4 Green Chillies
- Mustard seeds (Rai/ Kadugu): chopped  1/2 teaspoon Sugar
- Cumin seeds (Jeera): (optional) Salt
- Turmeric powder (Haldi): as required
Instructions:
To begin making the Mooli and Moong Dal Sabji Recipe, firstly heat oil in a heavy bottomed pan.Add the mustard seeds and once they splutter, add the cumin seeds. Let it cook for 30 seconds.After 30 seconds, add garlic, asafoetida, turmeric powder, green chillies and saute for a few seconds. Drain, add the moong dal and stir.Cook covered for 2-3 minutes till the dal is almost cooked. Add a tablespoon of water if required.Add the radish and greens. Add salt, sugar, stir and cook for 1-2 minutes till the radish softens a bit. Do not overcook. It is ready to be served.Serve Mooli And Moong Dal Sabji along with Gujarati Kadhi, Kachumber Salad and Phulka for a weekday lunch.
"
"I have the following ingredients: Potatoes (Aloo), Rajgira Flour (Amaranth Flour), Green Chilli, Ginger, Coriander (Dhania) Leaves, Rock Salt, Cumin seeds (Jeera), Red Chilli powder, Coriander Powder (Dhania), Garam masala powder, Oil. Please provide recipes I can make with them.",,"Recipe Name: Falahari Rajgira Aloo Tikki Recipe (Gluten Free Amaranth Potato Patty)
Cuisine: North Indian Recipes
Course: Appetizer
Diet: No Onion No Garlic (Sattvic)
Ingredients:
- Potatoes (Aloo): 6 Potatoes (Aloo)
- Rajgira Flour (Amaranth Flour): boiled and peeled  150 grams Rajgira Flour (Amaranth Flour)  2 Green Chilli
- Green Chilli: chopped  2 teaspoon Ginger
- Ginger: grated  1/4 cup Coriander (Dhania) Leaves
- Coriander (Dhania) Leaves: chopped Rock Salt
- Rock Salt: to taste  1/2 teaspoon Cumin seeds (Jeera)  1/2 teaspoon Red Chilli powder  1 teaspoon Coriander Powder (Dhania)  1 teaspoon Garam masala powder Oil
- Cumin seeds (Jeera): as required
Instructions:
To begin making the Falahari Rajgira Aloo Tikki Recipe, first get all the ingredients ready and the potatoes boiled and peeled as well.In a mixing bowl add all ingredients except oil. Mash the potatoes and mix all ingredients together for the tikki to make a dough like consistency.Take a handful of dough in hand, make a roll and press in between palms to give the tikki a circular disc shape. Proceed the same way to make shapes with the remaining Rajgira Tikki mixture.Heat oil in a heavy bottomed skillet, add 3-4 tikkis at a time and cook the Rajgira Aloo Tikki on medium heat until cooked through and crisp golden brown in color on both sides.You can additionally drizzle a little more oil on the top to make the tikkis little more crisp and tasty from the outside. Once done, drain the Rajgira Aloo Tikki on paper towels and serve warm.Serve the delicious Rajgira Aloo Tikki along with Green Chutney and a Yogurt Dip for tea parties or even pack them as a snack box for the kids school.
"
"I have the following ingredients: Cauliflower (gobi), Turmeric powder (Haldi), Red Chilli powder, Cumin seeds (Jeera), Sugar, Mustard oil, Salt, Mustard seeds (Rai/ Kadugu), Poppy seeds, Green Chillies, Fresh coconut, Garlic, Banana leaf, Banana leaf, Toothpicks, Oil. Please provide recipes I can make with them.",,"Recipe Name: Healthy Fulkopir Paturi Recipe (Bengali Style Cauliflower Dumplings)
Cuisine: Bengali Recipes
Course: Lunch
Diet: Vegetarian
Ingredients:
- Cauliflower (gobi): 1 cup Cauliflower (gobi)
- Turmeric powder (Haldi): grated  1/4 teaspoon Turmeric powder (Haldi)  1/4 teaspoon Red Chilli powder  1/2 teaspoon Cumin seeds (Jeera)  1/4 teaspoon Sugar  1 teaspoon Mustard oil Salt
- Red Chilli powder: salt to taste To Be Ground For Marination 1 teaspoon Mustard seeds (Rai/ Kadugu)
- Cumin seeds (Jeera): powder using mortar and pestle  3/4 teaspoon Poppy seeds
- Sugar: powder using mortar and pestle  2 Green Chillies
- Mustard oil: chopped  1/4 cup Fresh coconut
- Salt: grated  4 Garlic
- Mustard seeds (Rai/ Kadugu): cloves For Steaming 1/2 Banana leaf
- Poppy seeds: to line the steamer  1/2 Banana leaf
- Green Chillies: lightly toss in heat and cut them into squares and remove the stem  10 Toothpicks Oil
- Fresh coconut: few drops for greasing
Instructions:
To prepare Healthy Fulkopir Paturi Recipe, wash and grate cauliflower and soak in hot water for 2-3 minutes.Drain the water, squeeze the grated cauliflower, and set them aside in a wide bowl.Grind together all the ingredients given under 'To Be Ground For Marination' using very little water to make a thick paste.Add the ground paste, salt, sugar, turmeric powder, chilli powder, mustard oil, and cumin seeds to the cauliflower.Mix them well using your hands, cover and set it aside for 45 minutes.Line a Steamer with banana leaf.Take small portions of the marinated vegetables and shape them into dumplings using your hand.Place the shaped portion in the center of the cut banana leaf squares, close with banana leaf and seal them using a toothpick.Repeat this method for the remaining marinated cauliflower dumplings.Steam for 12- 15 minutes.Serve Healthy Fulkopir Paturi Recipe along with Phulka, Chirer Pulao, and Chaler Payesh. It can also be served with plain cooked rice.
"
"I have the following ingredients: Chicken, Oil, Barbeque sauce, Spring Onion (Bulb & Greens), Lemon juice, Basmati rice, Green peas (Matar), Coconut milk, Spring Onion (Bulb & Greens), Fresh Thyme leaves, Garlic, Bay leaf (tej patta), All spice powder. Please provide recipes I can make with them.",,"Recipe Name: Jerk Chicken With Rice And Peas Pilaf Recipe
Cuisine: Caribbean 
Course: Main Course
Diet: High Protein Non Vegetarian
Ingredients:
- Chicken: For Jerk Chicken: 1 kg Chicken
- Oil: (thigh and drumstick)  2 tablespoons Oil  1 Barbeque sauce
- Barbeque sauce: or bottle jerk barbecue sauce Spring Onion (Bulb & Greens)
- Spring Onion (Bulb & Greens): a bunch
- Lemon juice: fine sliced  1 teaspoon Lemon juice For Rice & Peas Pilaf: 250 grams Basmati rice  1 cup Green peas (Matar)  1 cup Coconut milk  1/2 cup Spring Onion (Bulb & Greens)
- Basmati rice: finely chopped  1 sprig Fresh Thyme leaves  2 cloves Garlic
- Green peas (Matar): fine chopped  1 Bay leaf (tej patta)  1 teaspoon All spice powder
Instructions:
To begin making Jerk Chicken With Rice And Peas Recipe, pre heat oven at 200 degree C.Take oil in a roasting pan and heat in oven for 5 minutes. Take out the pan carefully & add the chicken pieces.Place the tin inside the oven and roast it for 6-8 mins till brown from all sides.Carefully pour the barbecue sauce all over the browned chicken and scatter over the sliced spring onions.Roast the chicken in the oven for 20 mins, turn it occasionally so that it gets nice and sticky.Meanwhile, to make the rice & peas pilaf.In a pan add 2 cups of water, coconut milk, spring onions, thyme, garlic, bay leaf, allspice powder and some salt to taste and bring it to a boil.Add rice and peas into it and simmer for 10 mins.Cook the rice till it is tender and turn off the heat.Drain and collect the rice and peas and serve with Jerk Chicken topped on Rice And Peas pilaf recipe with a generous squeeze of lemon.Serve Jerk Chicken With Rice And Peas Pilaf Recipe for a lip smacking Sunday lunch along with a Cucumbertini Recipe followed by Fig Tiramisu With Gingerbread Dust Recipe as dessert.
"
"I have the following ingredients: Whole Wheat Flour, Ghee, Baking soda, Curd (Dahi / Yogurt), Ajwain (Carom seeds), Salt, Lukewarm Water, Roasted Gram Flour (Sattu Ka Atta), Ginger, Garlic, Green Chillies, Coriander (Dhania) Leaves, Ajwain (Carom seeds), Kalonji (Onion Nigella Seeds), Fennel seeds (Saunf), Mustard oil, Salt, Lemon juice. Please provide recipes I can make with them.",,"Recipe Name: Traditional Bihari Litti Chokha Recipe
Cuisine: Bihari
Course: Lunch
Diet: Vegetarian
Ingredients:
- Whole Wheat Flour: Ingredients For Litti 3-1/2 cups Whole Wheat Flour  3/4 cup Ghee  1/3 teaspoon Baking soda  2 tablespoons Curd (Dahi / Yogurt)  1/2 teaspoon Ajwain (Carom seeds)  1 teaspoon Salt
- Ghee: to taste Lukewarm Water
- Baking soda: to knead the flour Ingredients for Filling (Pitti) 1-1/2 cups Roasted Gram Flour (Sattu Ka Atta)  1 inch Ginger
- Curd (Dahi / Yogurt): grated  2 cloves Garlic
- Ajwain (Carom seeds): grated  2 Green Chillies
- Salt: finely chopped Coriander (Dhania) Leaves
- Lukewarm Water: a small bunch finely chopped  1/2 teaspoon Ajwain (Carom seeds)  1/2 teaspoon Kalonji (Onion Nigella Seeds)  1/2 teaspoon Fennel seeds (Saunf)
- Roasted Gram Flour (Sattu Ka Atta): pounded  1 tablespoon Mustard oil Salt
- Ginger: to taste  1 teaspoon Lemon juice
Instructions:
To begin making the Traditional Bihari Litti Chokha Recipe, we will first get all the ingredients ready and keep it by the aside. In a large mixing bowl, sieve flour, salt and baking soda in a large bowl. Add ajwain and ghee and mix everything well until you get coarse crumbs. Add warm water little at a time and knead to make a firm dough and smooth dough. Cover the dough in a wet muslin cloth and keep aside for 20 minutes.While the dough is resting, we will prepare the filling (pitti)In a large mixing bowl, mix sattu, ajwain, kalonji, fennel seeds, mustard oil, grated ginger, garlic, green chilies, coriander, salt and lemon juice. Stir well to combine all the ingredients. Check the salt and spices and adjust to suit your taste. If you find the mixture too dry, add a little water to make a lumpy mix (which is still dry and not completely wet).Keep this pitti mixture aside.The final step is to make the Litti. Place the rested dough on a flat counter and knead again for 5 minutes. Make small lemon sized balls from the dough and roll it like pooris. Hold the poori between your palm and fill 1 large tablespoon of pitti-sattu filling mixture into the dough.Gather the sides of the poori and bring them together on top and seal the ball. Press the ball gently to flatten it.Proceed to make Litti balls the similar way and arrange them on a greased baking sheet. Brush the litti with ghee, so the tops get crisp while baking.Preheat the oven to 180 C. Once the oven is preheated, place place the litti tray on the middle rack and bake the littis till golden in color. Different ovens have different heating times - it an take anywhere between 20 to 30 minutes to bake and turn golden completely.Once baked, remove the Litti from the oven and allow them to cool a bit before serving. Serve the Litti Chokha along with Aloo Choka and Baingan (Choka) Bharta, Yogurt & Pickled Green Chilies for lunch or dinner.
"
"I have the following ingredients: Tapioca root, Carrot (Gajjar), Onion, Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Whole Black Peppercorns, Coconut milk, Ginger, Green Chillies, Curry leaves, Coconut Oil, Coconut Oil, Salt. Please provide recipes I can make with them.",,"Recipe Name: Kerala Style Kappa Ishtoo Recipe -Tapioca Stew Recipe
Cuisine: Kerala Recipes
Course: Lunch
Diet: Vegetarian
Ingredients:
- Tapioca root: 500 grams Tapioca root
- Carrot (Gajjar): or kappa
- Onion: cleaned and diced into 1”pieces  1 Carrot (Gajjar)
- Cinnamon Stick (Dalchini): cut diagonally  1 Onion
- Cardamom (Elaichi) Pods/Seeds: sliced  1 Cinnamon Stick (Dalchini)  1 Cardamom (Elaichi) Pods/Seeds  3 Cloves (Laung)  1 teaspoon Whole Black Peppercorns
- Cloves (Laung): crushed  200 ml Coconut milk  1/2 inch Ginger
- Whole Black Peppercorns: sliced thin  2 Green Chillies
- Coconut milk: deseeded and slit in two  2-3 sprig Curry leaves
- Ginger: roughly torn  1 1/2 tablespoons Coconut Oil  1 1/2 tablespoons Coconut Oil
- Green Chillies: for cooking Salt
- Curry leaves: to taste
Instructions:
To begin making the Kerala Style Kappa Ishtoo Recipe (Tapioca Stew Recipe),  start by adding the tapioca pieces in a cooker along with green chillies, ginger and salt. Add in about 2 cups of water, so that the tapioca is fully immersed and pressure-cook it on high until you hear 3 whistles. When done, switch of the gas and set the cooker down.Heat a kadai with coconut oil, crackle the mustard seeds and curry leaves and then add the cinnamon sticks, cloves and cardamom. Saute till the aromas are relapsed and then add in the sliced onions and carrot and saute for 2 minutes until the onions turn soft.Add the coconut milk along with the tapioca , give it a stir and keep the stew covered and simmering for 5 minutes. Turn off the heat and let the tapioca stew rest for a few minutes to allow the flavors to blend together. Check for seasoning and serve.Serve Kerala Style Kappa Ishtoo Recipe (Tapioca Stew Recipe) along with Steamed Rice Recipe and accompanied by sides of Kerala Vendakka Thoran (Okra Stir Fry) or Cabbage Thoran.
"
"I have the following ingredients: Mixed vegetables, Cabbage (Patta Gobi/ Muttaikose), Salt, Black pepper powder, Oil, Cooked rice, Garlic, Black pepper powder, Chilli vinegar, Soy sauce, Salt, Oil, Potatoes (Aloo), Button mushrooms, Salt, Red Chilli powder, Whole Wheat Bread crumbs, Oil, Oil, Black pepper powder, Garlic, Red Chilli sauce, Chilli vinegar, Soy sauce, Tomato Ketchup, Water. Please provide recipes I can make with them.",,"Recipe Name: Mushroom Cutlet Vegetarian Sizzler Recipe
Cuisine: Continental
Course: Main Course
Diet: Vegetarian
Ingredients:
- Mixed vegetables: 1/2 cup Mixed vegetables
- Cabbage (Patta Gobi/ Muttaikose): of choice Cabbage (Patta Gobi/ Muttaikose)
- Salt: few leaves Salt
- Black pepper powder: to taste Black pepper powder
- Oil: to taste  2 teaspoon Oil For plain fried rice 1 cup Cooked rice  2 cloves Garlic  1 teaspoon Black pepper powder  1 teaspoon Chilli vinegar  1/2 teaspoon Soy sauce Salt
- Cooked rice: to taste  1 tablespoon Oil For mushroom cutlets 2 Potatoes (Aloo)
- Garlic: boiled and peeled  1 cup Button mushrooms
- Black pepper powder: finely chopped Salt
- Chilli vinegar: to taste  1 tablespoon Red Chilli powder  1/2 cup Whole Wheat Bread crumbs Oil
- Soy sauce: for shallow frying For the sauce 1 teaspoon Oil  1 teaspoon Black pepper powder  2 cloves Garlic
- Salt: minced  1 tablespoon Red Chilli sauce  1 teaspoon Chilli vinegar  1 teaspoon Soy sauce  1 tablespoon Tomato Ketchup  3 tablespoon Water
- Oil: (adjust)
Instructions:
To begin making the Mushroom Cutlet Vegetarian Sizzler Recipe we will make all the individual dishes first and keep them ready.
"
"I have the following ingredients: Beetroot, Carrot (Gajjar), Ghee, Milk, Fresh cream, Sugar, Cardamom Powder (Elaichi), Saffron strands, Whole Almonds (Badam), Cashew nuts, Sultana Raisins. Please provide recipes I can make with them.",,"Recipe Name: Beetroot Carrot Halwa Recipe
Cuisine: North Indian Recipes
Course: Dessert
Diet: Vegetarian
Ingredients:
- Beetroot: 1 cup Beetroot
- Carrot (Gajjar): grated  1 cup Carrot (Gajjar)
- Ghee: grated  4 tablespoon Ghee
- Milk: or butter  2 cup Milk
- Fresh cream: (full cream milk)  1/2 cup Fresh cream
- Sugar: (or khoya/mawa)  3/4 cup Sugar
- Cardamom Powder (Elaichi): (add it accordingly)  1 tablespoon Cardamom Powder (Elaichi)  6 Saffron strands  1 tablespoon Whole Almonds (Badam)
- Saffron strands: blanched  1 tablespoon Cashew nuts
- Whole Almonds (Badam): broken  20 Sultana Raisins
Instructions:
We begin making Beetroot and Carrot Halwa Recipe by heating 2 tablespoon of ghee or butter in a heavy bottom pan, add broken cashew nuts, fry it to golden brown and keep aside.In the same remaining ghee, add grated carrot and beetroot and sauté them for 2-3 minutes on medium heat. Add milk and cook on medium heat until the milk condenses and evaporates making it thick.At this stage, add heavy cream/khoya and sugar. Stir well and simmer until it thickens again about 5 minutes.Stir in the saffron, cardamom powder, fried cashew nuts and raisins. Finally add in the remaining 2 tablespoons of ghee and stir to combine well. Garnish it with Blanched almonds.Serve the Beetroot and Carrot Halwa Recipe  hot or chilled. Eat the way you love it, Enjoy!Serve the Beetroot and Carrot Halwa as a healthy dessert after your Delicious Sunday lunch or just have it as a snack during the evening.
"
"I have the following ingredients: Hakka Noodles, Boneless chicken, Garlic, Ginger, Black pepper powder, Spring Onion Greens, Carrot (Gajjar), Cabbage (Patta Gobi/ Muttaikose), Red Yellow and Green Bell Peppers (Capsicum), Bok Choy, Soy sauce, Fish sauce, Oyster sauce, Red Chilli sauce, White Wine Vinegar, Sesame (Gingelly) Oil, Salt, Spring Onion Greens. Please provide recipes I can make with them.",,"Recipe Name: Cantonese Style Chicken Chowmein Recipe
Cuisine: Chinese
Course: Lunch
Diet: Non Vegeterian
Ingredients:
- Hakka Noodles: 1 Hakka Noodles  200 grams Boneless chicken  1-1/2 tablespoon Garlic
- Boneless chicken: crushed  1 teaspoon Ginger
- Garlic: crushed  1 teaspoon Black pepper powder  1/2 cup Spring Onion Greens  1/4 cup Carrot (Gajjar)  1/4 cup Cabbage (Patta Gobi/ Muttaikose)  1/4 cup Red Yellow and Green Bell Peppers (Capsicum)  2 Bok Choy  1 tablespoon Soy sauce  1 tablespoon Fish sauce  1 tablespoon Oyster sauce  1 tablespoon Red Chilli sauce  1 teaspoon White Wine Vinegar  3 tablespoon Sesame (Gingelly) Oil Salt
- Ginger: as needed Spring Onion Greens
- Black pepper powder: for garnish
Instructions:
To begin making the Cantonese Style Chicken Chowmein recipe, wash and clean the chicken. Add pepper powder, little salt, 1 teaspoon garlic and ginger mix well and set aside to marinate for about 30 minutes.
"
